reviewerID,asin,predictRating,T_v,overall,reviewText,filteredReview
,B0012EJPCM,-1,1,5,Rock,
,B0012EJPCM,1,-1,3,Z Top,
,B0012EJGRG,-1,1,5,I HAD THIS MUSIC ON LP AND WORE THE RECORD OUT SO I AM REPLACING IT WITH A DIGITAL COPY WHICH I CAN BACK UP AND SAVE. YOU HAVE TO LIKE THIS TYPE OF MUSIC TO REALLY LIKE IT AND ENJOY IT OTHERWISE YOU WILL HATE IT AND CONSIDER IT A WASTE OF MUSIC AND YOUR MONEY. YOU NEED TO KNOW WHAT YOU LIKE BEFORE YOU BUY. I AM REPLACING ALL OF THE 45'S AND LP'S WITH DIGITAL MUSIC.,
,B0012ELM8W,-1,1,5,"Mediocre but, most of the music from that time was.",
,B0012EJH16,-1,1,5,Memories,
,B0012F6LL4,-1,1,5,,
,B0012F6LL4,-1,1,5,This song tugges at my Heart,
,B0012F6LL4,1,-1,3,Not a bad song at all. Just brings back the good ole days.,
,B0012F6LL4,-1,1,5,Memories,
,B0012EHIJ4,-1,1,5,A+++,
,B0012F6O2K,-1,1,5,what can I say?  ZZ ROCKS!,
,B0012F6SL2,1,-1,1,"Madonna's ""Who's That Girl"" sets a much faster pace than her ""La Isla Bonita"" which goes at a slow pace.  The song is marked by spanish motifs and words, obviously her favorite culture.  This song makes me feel good to be a girl.  This song has intrinsic value in my life.",
,B0012F6QM8,-1,1,5,There was a book entitled Killing Me Softly. Now there is a movie out starring Brad Pitt called Killing Them Softly. But nothing can top this song or the artist. I give it 5 stars.,
,B0012F6QM8,1,-1,3,Dated but mildly enjoyable.,
,B0012F93D2,-1,1,4,Memorty Lane,
,B0012F93D2,-1,1,5,"The thing I like least about this song and version, is that it gets stuck in my head after hearing it once!  I am a Singer and since the Lyrics are catchy and the melody easy to sing, I have fun with it.  Does anyone know what happened to Maria Muldaur and this was here ONE HIT Wonder?",
,B0012F8U40,-1,1,5,Reliving the 70's.,
,B0012F6NAS,-1,1,4,I get it,
,B0012F6NAS,-1,1,5,Memories,
,B0012FDNHY,-1,1,5,,
,B0012FDNHY,-1,1,5,70's music rules,
,B0012FAV74,-1,1,4,"Needed it on my phone the other day, and instead of finding my cd, just downloaded it. Oh well, just lazy, but KC is the disco master, so why not?",
,B0012JQVT2,1,-1,3,"As with Shai Linne's previous joint&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Solus-Christus-Project/dp/B0007WLBM2/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Solus Christus Project</a>&nbsp;The Atonement, as can be judged by the title of his sophomore CD, is a weighty subject based CD that you'd do well to listen to over a cup of coffee or tea.
The Subject matter The Atonement, relates to God' great love for us, personified through the Live, death & resurrection of God's Only Son, Jesus Christ, and includes songs relating to the death of Jesus (Were you There,& The Cross) celebrating the fact that he is alive & living today( Jesus is Alive) among other topics.

Pros: As with most Lampmode CDs this is a very useful tool for strengthen your walk with Christ. Whilst I might not bump these tunes in my ride, I do listen to them on my Hi-fi system and bible in hand.

Cons: the interludes, whilst interesting on the first or second play, become items that you fast forward on further plays. Whilst I can't criticize the subject matter on display, some of the production/music doesn't live up to the great lyrics on display (In Adam all Die, Were You There? The Cross)

Favourite tracks: School Daze, Mission Accomplished, The Gospel",
,B00130JN72,-1,1,4,What to say.  This seems strange to write a review for one song.  This is the type of song I would hate if introduced to it today.  I do love the song though due to the memories of youth and a less heavy world.  The beat and song are just light and fun.  Good for a walk down memory lane.  Can't say I care for anything else by T'Pau but this song hits the spot.,
,B00130N6B6,-1,1,5,What a voice,
,B00130N6B6,-1,1,5,it's ok,
,B00136J7OA,1,-1,3,Michael wrote many hits in his time.  It was the music sound of the time,
,B00136J7OA,-1,1,5,For my karaoke machine,
,B00136J7OA,-1,1,5,to bad michaels not here.,
,B00136J7OA,1,-1,3,Good song,
,B00136J7OA,-1,1,5,KING of pop and soul!!!!!,
,B00136J7ZE,1,-1,3,For a friends funeral.,
,B00136J7OA,1,-1,3,I listened to this tune many times when this was released.  I listened to it again and found it must be listened with video. Dancing is an integral part of this music.,
,B00136J7ZE,-1,1,5,5*,
,B00136J7ZE,-1,1,5,The song speaks to my heart,
,B00136J7ZE,1,-1,3,"Great recording, great enthusiasm.",
,B00136J7ZE,1,-1,3,Love this song,
,B00136J7ZE,-1,1,5,see the stars my opinion,
,B00136J8K8,-1,1,5,Metal health will drive you mad.,
,B00136J7ZE,1,-1,3,I used it for a memorial video and it was one of the person's favorite songs.  The family loved it.,
,B00136J7ZE,-1,1,5,"Everything stops and I just listen as ""I Can Only Imagine"" by @mercyme comes on...It takes me to a place I've been promised - a place of course, that ""I can only imagine""...",
,B00136JD9Y,-1,1,5,Another one for the Music Collection,
,B00136JD9Y,-1,1,5,brings back memories,
,B00136JD9Y,-1,1,5,https://images-na.ssl-images-amazon.com/images/I/51QbW0UuGaL._SS300_.jpg,
,B00136JCCW,-1,1,5,a,
,B00136JESY,-1,1,5,I thought this was my comments  but this thing requires a certain amount of words to give feedback. Stupid!!! what do you think?,
,B00136J9GQ,-1,1,5,"If I am forced to a specific number of words in rating songs, I will no longer leave a rating or a response. If I paid money for the song that should suffice that I wanted the song anything beyond that is not for my benefit. After payment that should be the end of my obligation. The rating system should be the stars only without having to leave comments.",
,B00136JF8I,-1,1,5,what a voice,
,B00136JF8I,-1,1,5,Adding to my playlist,
,B00136JF8I,-1,1,5,Live this song,
,B00136JCCW,-1,1,5,I thought this was my comments  but this thing requires a certain amount of words (20) to give feedback. Stupid!!! what do you think?,
,B00136JF8I,-1,1,5,as expected,
,B00136JBJG,-1,1,5,"Plus I have to have 16 more words to be able to submit which I am forced to do, they don't like me to just rate the product with 6 stars. What a bunch of bull.",
,B00136JBJG,-1,1,4,"I was looking for some interesting songs for my wedding and saw on one board that this was used as a entrance song.. Nah, exit song seemed more appropriate and that is what I used after they announced us as husband and wife.
Don't ask if we dance down the isle cause I plead the 5th... my husband has 2 left feet and can't dance to save his life... LOL",
,B00136JDTY,-1,1,5,Going through a oldies stage. I can dance to this all the time.,
,B00136JF8I,-1,1,4,OK.,
,B00136JF8I,-1,1,5,Wrote ine,
,B00136JB3W,1,-1,3,I really like this song but I listened to it too much. The sound quality is good. The song starts where it should and ends where it should. Doesn't have an awkward cut off. No complaints.,
,B00136JB3W,1,-1,3,"A piece danced to, during many late night benders with my Love. Lost to illness, the song brings back good memories of after work, late night dancing.",
,B00136JB64,1,-1,3,great song,
,B00136JGNM,-1,1,5,"I bought the album for one song, ""Crossfire."" I've heard various televised concerts by Stevie Ray Vaughn and Double Trouble, so I'm pretty sure this album is fantastic, but I've never listened to it.",
,B00136JDTE,-1,1,5,"If I am forced to a specific number of words in rating songs, I will no longer leave a rating or a response. If I paid money for the song that should suffice that I wanted the song anything beyond that is not for my benefit. After payment that should be the end of my obligation. The rating system should be the stars only without having to leave comments.",
,B00136JJM0,-1,1,5,a,
,B00136JJM0,-1,1,5,This song gets me pumped!!,
,B00136JB8W,-1,1,5,COME ON!,
,B00136JLGO,-1,1,5,"Been there, terrible when someone cannot call you by your name or someone eleses. Great song for those who understand what it has to say.",
,B00136JJM0,1,-1,3,ok,
,B00136JJM0,-1,1,5,looooove this song.,
,B00136J7MW,1,-1,3,my wife loved MJ music,
,B00136JJM0,1,-1,3,I bought this album back in the day.  Because of the awful solo & I was pretty busy when I was in college I never put it on a mix tape.  MP3 editing software is cheap and plentiful and it isn't too difficult to cut out the part of the solo I don't like.  It's not a great song but it got a lot of airplay in the Houston area back in the day and a classic rock station started playing it recently so I decided I just had to have it.  Check out the wikipedia entry for this song.  The long history of this song is 1uite an eye opener.  This version reached #18 in 1977.,
,B00136JJM0,-1,1,5,"i have no idea what this song is about. that's not True. i could guess: lead singer wrote a song about a girl who made him say ""whoa."" ps, amazon should rule the world.",
,B00136JJH0,-1,1,5,I love this song but it would not play in my program. I think it was the file type so it was a waste of my money.,
,B00136JJH0,1,-1,3,excellent!,
,B00136JJH0,-1,1,5,AAA,
,B00136JJH0,-1,1,5,Oldie but Goodie,
,B00136JL5K,-1,1,5,He iis Michael Jackson...'nough said!,
,B00136JOU2,-1,1,5,"Not sure how I missed this gem in my music collection, and all is now good.
I remember one of the short films on SNL that featured Homeward Bound behind airport reunions.
Sob.",
,B00136JHUO,1,-1,3,This is old music I like by R. Kelly.  He has such a large varieties of song he sings. This one I like a lot.,
,B00136JO6G,1,-1,3,works great. Downloaded with no issues. good price. Have had this song for several months. Had no issues at all so far.,
,B00136JDR6,1,-1,3,I bought this because I had heard a small bit of it the other day and I couldn't get it out of my head. I enjoyed this song when it came out originally (I wasn't even a teenager then) but I wanted to have it at my disposal to listen to whenever I wanted. I'm glad I bought it and can listen to it on my Mp3 player.,
,B00136JL32,1,-1,3,Good song.,
,B00136JL32,-1,1,5,Very good song. Please take off the stupid word count you have on here. Should be able to use words.,
,B00136J9YI,-1,1,5,<3<3<3,
,B00136JL8W,-1,1,5,SOUNDS GTRAT,
,B00136JL8W,-1,1,5,Get up and dance,
,B00136JL8W,-1,1,4,As described,
,B00136J81W,-1,1,5,"I love this song, and amazon makes it totally worth it because unlike stupid iTunes, you can keep downloading it to a new phone, or redownload it if your internet dies or something in the middle of the download, all for free.
See iTunes, if u loose internet connection in the middle of the down load, or your power goes out, or you get a new computer you have to buy the song all over again, trust me, I experienced that huge problem with iTunes MORE THAN ONCE.
Where as Amazon is awesome cause it's all on your account, so you just log in and it's there and it shows that you payed the $1 for it so it's yours. Even if you get a new phone, or iPod, or loose internet connection or whatever... your logged it, it's your account you payed for it, its all leagle, and it's yours.
In my own PERSONAL opinion I HIGHLY HIGHLY HIGHLY RECOMEND you download songs, and buy songs from Amazon.com verses buying it on iTunes. c:",
,B00136J7RC,-1,1,5,:),
,B00136JDNA,-1,1,5,"if you read my reviews you know I think good music stopped being created about 1992. so you can guess how I feel about 70s music in general.

this is a great song and I think he played every instrument too",
,B00136JID0,-1,1,4,1,
,B00136JID0,-1,1,4,This is a mix of Jimmy Buffets Margaritaville meets slow country music.,
,B00136JID0,-1,1,5,"I'm not a huge country fan but you really don't have to be to love this song. Plus, it's got Jimmy Buffet. 'Nuff said.",
,B00136JS6C,-1,1,5,Memories,
,B00136LDQK,-1,1,4,The only good song on the album. Not a big fan of Ozzy. But he always manages to get great guitarists to play for him. And Jake E. Lee is no exception and this song highlights his great talent.,
,B00136JGBO,1,-1,3,Just love hearing good music and this record and artist has it all. Besides I like paying for the songs I want verses the whole album.,
,B00136LFEA,-1,1,4,https://images-na.ssl-images-amazon.com/images/I/51lZ2kekP1L._SS300_.jpg,
,B00136LFEA,-1,1,5,As expected,
,B00136LFEA,-1,1,5,ozzy!,
,B00136LDQA,-1,1,5,I got this song for a power play list to charge my  work outs. When it was released in my aera it ws not to well known.,
,B00136LCH0,-1,1,5,Wrote one,
,B00136LCH0,-1,1,4,it's michael,
,B00136LFHW,-1,1,5,"this song was kind of cool from back in it's time , but the live version is a little better than the studio version .",
,B00136JOYS,1,-1,3,I love the Isley brother music,
,B00136LCG6,1,-1,3,I enjoy listening to some of the old songs,
,B00136LCG6,1,-1,3,More of his music to enjoy,
,B00136JPIS,-1,1,4,"Not that crazy about Allman's solo career, for the most part. This song was pretty good, though, so I bought it.",
,B00136JPIS,-1,1,4,I heard it on the radio and thought it was decent.  Actually I thought I had been listening to Bob Segar or Joe cocker until I realized who the artist was.,
,B00136LDKQ,-1,1,4,Music,
,B00136JOYS,-1,1,5,"This is actually more like a 4.5, and here's why:
Of the two widely recognized Isley Brothers slow jam compilations out - this one and 1994's ""Beautiful Ballads"" - both albums have monumental oversights.  One record (this one) is missing ""Choosey Lover"" and ""Don't Say Goodnight""; the other record (""Ballads"") is missing their best slow jam and one of the best slow jams ever, ""Sensuality"", as well as ""Groove With You"" and ""For the Love of You"", while replacing it with stuff like ""Caravan of Love"".  And NEITHER album has ""Let Me Down Easy"", but since that's more of a break-up song, you can sort of forgive the oversight.
Somewhere between these two albums is the best slow jam tape ever made.
Not that this one doesn't deserve 4.5 or even 5 stars despite this.  The other CD was lacking, in that it had items on it that weren't exactly ballad-like to compensate(!) for the above omissions.  This one is still a solid, 100% CD in and of itself that you never have to hit the ""Next Track"" button on.  it doesn't break mood, doesn't insert a jumpy dance groove in the middle of the rotation...it's exactly what it says it is and is exactly the way you want it to be.  It's practically been laid out with the ebb and flow of a night with your lover in mind.
Of the two albums, this one is superior, despite its own grievous ommissions.",
,B00136LGNK,1,-1,2,"I bought this song to add to a road trip playlist. I personally hate country music, but my buddy is a huge fan so I added it for him",
,B00136LITC,-1,1,5,A geat song,
,B00136LITC,-1,1,5,Sounds like the day it was first recorded. No updates like artists try to do and then you wish you had the one you remember.,
,B00136JMRW,1,-1,3,It's wacky!,
,B00136LKMM,1,-1,2,OK,
,B00136LKMM,-1,1,5,I would give the Lion Sleeps Tonight 8 stars.  the high soprano voice boggles my mind.,
,B00136LIBK,-1,1,5,This is an oldie but a goodie. I like being able to buy only the songs that I like and not spend money on full cds.,
,B00136LECS,-1,1,5,Can't say much. I was just looking for some digital music to add to my collection. Np problems,
,B00136LECS,-1,1,5,Can't say much. I was just looking for some digital music to add to my collection. Np problems,
,B00136LECS,-1,1,5,It's on of those songs that takes me back..,
,B00136LNOW,1,-1,3,ok,
,B00136LFUO,-1,1,5,"While driving, this one is the song.",
,B00136LECS,-1,1,4,"A radio station that I used to listen to in Tampa would play nothing but Christmas music from the day after Thanksgiving until December 26. This was one of their Christmas songs. The song tells a story about the singer meeting an old lover at a record store. The story takes place at Christmas time but otherwise has absolutely nothing to do with Christmas! This song has more to do with regrets over missed opportunities. I like it, but Dan Fogelberg has done better songs.

Mike Serovey, MA, MISM
Owner and Webmaster of Mike Serovey Reviews",
,B00136LNOW,-1,1,5,Very moving song.  It's sad to think how his own life ended.  Alcoholism robs so many people of their futures.,
,B00136LMJ8,-1,1,5,Rock n Roll Icon.,
,B00136LH8Y,-1,1,4,This is another one of Denver's classics.,
,B00136LECS,-1,1,5,"I had been hearing this song on the radio at Christmas time.  It is a pretty and catchy song about two old lovers who accidentally meet in a grocery and wind up spending the evening together discussing old times and where they are now.  Neither of them are really happy with their lives, but in the end they say goodbye again.",
,B00136LMA2,1,-1,3,"Is it just me or does this seem almost like a song that is mimicking the vibe of Santana's Black Magic Woman? When I was a kid and didn't know who ELO was, I thought this was a Santana song. Always reminds me of the scene in Austin Powers where Dr Evil falls in love.",
,B00136LH8Y,-1,1,5,I did not like his music at first but when i heard sunshine I realized he made more  records then rocky mt high  so Im a huge fan adn he also made a movie  that he sang this song it was to a little girl and it was a sad movie so Now i have to fiand this movie .,
,B00136JXWQ,-1,1,5,Truly missed!,
,B00136JXWQ,-1,1,4,rest in peace teena marie love your stuff but tended to like the stuff that was not played on the radio,
,B00136LIAG,-1,1,5,"I wrote the heading but what this song does for me is makes me know why it is so hard to say ""HI"". In the other way I think of her saying this song to me. Since I have been holding on too long.",
,B00136LR84,-1,1,5,An excellent purchase.  Definitely not a waste of time or money.,
,B00136LQC6,-1,1,5,"The quality of the MP3 doesn't do it justice though because it would have been better if it was a WAV file. But nevertheless, I will always love this song which is why I gave it 5 stars.",
,B00136LQC6,-1,1,5,rock your world,
,B00136LOU0,-1,1,5,"First, this is the original recording. It's a shame to have to point that out, but the majority (!) of matches for Groove Line are re-recordings. It's much better to match those memories to the actual remembered version.

Second, this is the extended version. The usual, radio edit is 4:22 (as found on&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Mega-Hits-Dance-Classics-Vol-8/dp/B000006LRA/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Mega Hits Dance Classics, Vol. 8</a>, for example), but this is the full (12-inch?) length of 7:26. Disco songs were meant to roll along forever, just like that.

As I type, this version of Groove Line is also available in Amazon Prime Music, but I thought it was worth the bit of cash to be able to download the MP3 to use wherever I want. However you want it, if you like disco, you should check this out.",
,B00136LS9W,-1,1,5,I can play this song 2-3 times a day 7 days and not get tried of hearing this last hit that he performed w/Journey on Video which they was nomated for a Grammy and should have received more than a nomanation?,
,B00136LQUI,-1,1,5,"I love this song, it brings back bittersweet memories of the summer of 2000.

In June of 2000 after the unexpected and sudden death of my husband, my BFF at the time and I were riding in my black '96 Mustang GT, windows down radio blaring.  She was trying to get my mind off of what had happened a few days before when Cyndi Lauper's ""Girls Just Want To Have Fun"" came on.

Before I even had time to think about it, we looked at each other and started ""car dancing"", you know, you're bustin' a move while moving at a high rate of speed, singing at the top of your lungs, laughing, crying and just having fun.  People driving past us would look over and smile, or laugh, some even paced themselves alongside us and broke out in their own car dancing moves.

I didn't stop and think about what people would think if they knew my husband had just died.  I didn't stop and think about anything except the moment me and my best friend were in, ""Girl's just having fun"".

The lyrics are easy to pick up, sing along with and dance to and the video was great.

I believe that if more girls just wanted to have that sort of carefree silly fun, the world might be a little less uptight.",
,B00136LO78,-1,1,5,Eric,
,B00136LQUI,1,-1,3,Fun,
,B00136LQQ2,-1,1,4,"Your looking really old these days, Cyndi Lauper.  Perhaps you need a new song, ""Time to Retire?""  Beyonce is here.",
,B00136LQUI,-1,1,5,THIS ONES FOR MY LADY,
,B00136LQQ2,-1,1,5,Memories,
,B00136LQUI,-1,1,5,I want it back in my music library please,
,B00136LQUI,1,-1,3,"Do I really need to write a review for this song? It is my childhood, it is me, it is for all the girls that hit their had on a glass ceiling.",
,B00136LQQ2,-1,1,5,"I really liked this song, so much that I bought it. I hate reviewing music, who am I Rolling stone magazine? but this reviow your purchases keeps coming up, so to clear it I wrote a review.",
,B00136LHH0,-1,1,4,John Denver was a voice in the 70s.  This is one of his classics.,
,B00136LHH0,-1,1,4,this song reminds me of time spent with my parents when I was a child,
,B00136LV12,1,-1,3,i like the music more than the rapping but its a good sampling choice that goes good together it gets a little more play than others,
,B00136LO9G,1,-1,3,I like this song. It is the only song by rosanne cash I like. So I bought it. It's a good cover version of a song her dad sang.,
,B00136LKMC,-1,1,5,"This is a sad song that accurately describes how the dying Ratso and Joe Buck take Ratso's last trip to Florida.  Listen to the phrase, ""I'm going where the sun keeps shining through the pouring rain.  Going where the weather suits my clothes.""  In the south along the Gulf Coast they have a saying for this condition.  ""The devil is beating his wife""  This means the sun is shining and it is raining like hell.  How could the producers of ""Midnight Cowboy"" used this as the opening song?",
,B00136LVM6,1,-1,3,"Not bad, classic",
,B00136LVM6,-1,1,4,Meets expectations.,
,B00136LVM6,-1,1,5,Brings back memories,
,B00136LVM6,-1,1,5,pop all the way,
,B00136LVM6,1,-1,2,"""Oh Sherrie"" was Journey lead singer Steve Perry's first solo release.  No one can deny the strength of Mr. Perry's voice, but he is too bombastic on this track.  He goes for the sledgehammer right over your head, when a little more subtleness would have better for a love song written for his girlfriend at the time.  The guitar work sounds a little too much like a knock off of Neal Schoen.  The song was a massive hit in early 1984, peaking at number 3.  It would be his only solo song to crack the top ten.",
,B00136LVM6,1,-1,3,Has a nice beat and is easy to dance to. I give it a rating based upon my tastes. Your mileage may differ!,
,B00136LRVG,-1,1,5,"I am not a fan of a lot of Billy Joel songs - I can't stand ""Uptown Girl"" which was a huge hit for Joel.  However, I really really like ""Piano Man"".",
,B00136LJ4Q,-1,1,5,"When I first heard this song, I thought that this was made in the 1980's. But I found out that the song was recorded in 1977. This song sounds like it has a 'disco' influence, with a touch of 'classical rock'. I love the song but I don't know what has happened to the group.",
,B00136LG4O,-1,1,5,I needed the songs from this album to resurrect a compilation album fro the 80's.. called rock 80. An album put out by K-Tel records.,
,B00136JDS0,-1,1,5,Montrose!,
,B00136LRMU,-1,1,5,Knew how to write them,
,B00136LQ9Y,-1,1,5,Should be every man's anthem.,
,B00136LQ9Y,-1,1,5,Did it!,
,B00136LX8I,-1,1,4,liked it when i first heard it on the radio years ago and still like as much now. possibly better. okay okay okay okay okay okay okaY,
,B00136M210,-1,1,5,Wrote one,
,B00136M10M,1,-1,3,"i love her since i thought she sang the song because the night also by 10,00 manices althought i lived them better i thought this version had a softer quality",
,B00136M10M,-1,1,5,Patti owns this song!,
,B00136LEMS,-1,1,5,I likey,
,B00136M328,-1,1,4,Good song. Would like songs to be cheaper. I Wish all the songs could be sent in 320 kbps quality.,
,B00136LEMS,-1,1,5,Best thing to write a record about is your label. Why not make a hit song that's not a love song because your label thinks thats all you can do.,
,B00136LQNU,-1,1,5,songs of my youth,
,B00136NE8A,-1,1,5,it's Michael Jackson (duh),
,B00136NFOI,-1,1,5,Pretend you're Rocky running up those steps when you're working out!  I do.,
,B00136NFOI,-1,1,5,,
,B00136NFOI,-1,1,5,A hymn from the 80s!,
,B00136NFOI,-1,1,4,Nothing like a little Eye of the Tiger to pump me up during my jog.,
,B00136NFOI,1,-1,3,Inspirational.  Loved the first Rocky.,
,B00136NFOI,1,-1,3,Drives me nuts,
,B00136NFOI,-1,1,4,k,
,B00136NFOI,-1,1,4,"Good song, not so good the movie (Rocky IV).",
,B00136NFOI,1,-1,3,A favorite and always a winner.,
,B00136NFOI,-1,1,5,<3,
,B00136NFOI,-1,1,5,Because Dean Winchester.,
,B00136LOVY,1,-1,3,Good for its time. Pop music.,
,B00136LOVY,-1,1,5,takes me back,
,B00136NI9K,-1,1,4,Meet expectations,
,B00136NI9K,1,-1,3,Can't go wrong with this song,
,B00136NFOI,-1,1,5,Ran up the steps that Rocky ran up in Rocky 1.  Had photo made with Rocky's statue.  Got poster of Rocky framed in my room.  Love Rocky and Eye of the Tiger.....a True fan,
,B00136NFE8,1,-1,3,"I chose this song because it reflects a relationship between two people. Nothing in a relationship is hidden but, those things that are hidden will effect a relationship. An open relationship should reflect the genuineness of both people in their commitment to one another. This is why I chose this song because she poured her relationship into this song. I loved her honesty in this song, and that's more than enough for a person to buy the song.",
,B00136LUY0,-1,1,5,it was great. this is dumb that you make me write a reveiw. that you are forcing me to take time to write something when what i really wanted to say was not enough.,
,B00136NEAI,1,-1,3,'80's Favorite !!,
,B00136NEAI,-1,1,5,I'm going to run a marathon,
,B00136NEAI,-1,1,5,brainwasher,
